method,noise_pm,n_total,threshold,conv_fmax_pct,conv_fnorm_pct,conv_fmax_nosad_pct,conv_fnorm_nosad_pct,median_steps,median_wall_s,median_calls
GAD dt=0.007 (5k),100,287,0.001,0.0,0.0,0.0,0.0,402.0,24.711739540100098,402.0
GAD dt=0.007 (5k),100,287,0.0001,0.0,0.0,0.0,0.0,402.0,24.711739540100098,402.0
GAD dt=0.007 (5k),150,287,0.05,71.42857142857143,79.79094076655052,74.56445993031359,88.50174216027875,740.0,47.83496022224426,740.0
GAD dt=0.007 (5k),150,287,0.01,58.18815331010453,64.80836236933798,58.53658536585366,65.85365853658537,740.0,47.83496022224426,740.0
GAD dt=0.007 (5k),150,287,0.005,0.0,9.059233449477352,0.0,9.40766550522648,740.0,47.83496022224426,740.0
GAD dt=0.007 (5k),150,287,0.001,0.0,0.0,0.0,0.0,740.0,47.83496022224426,740.0
GAD dt=0.007 (5k),150,287,0.0001,0.0,0.0,0.0,0.0,740.0,47.83496022224426,740.0
GAD dt=0.007 (5k),200,287,0.05,68.29268292682927,73.86759581881533,74.21602787456446,85.01742160278745,5000.0,307.8872721195221,5000.0
GAD dt=0.007 (5k),200,287,0.01,44.599303135888505,55.749128919860624,44.94773519163763,56.44599303135889,5000.0,307.8872721195221,5000.0
GAD dt=0.007 (5k),200,287,0.005,0.0,8.013937282229966,0.0,8.362369337979095,5000.0,307.8872721195221,5000.0
GAD dt=0.007 (5k),200,287,0.001,0.0,0.0,0.0,0.0,5000.0,307.8872721195221,5000.0
GAD dt=0.007 (5k),200,287,0.0001,0.0,0.0,0.0,0.0,5000.0,307.8872721195221,5000.0
GAD dt=0.008 (5k),10,287,0.05,79.79094076655052,79.79094076655052,80.8362369337979,80.8362369337979,77.0,4.851691484451294,77.0
GAD dt=0.008 (5k),10,287,0.01,72.12543554006969,78.04878048780488,72.12543554006969,78.397212543554,77.0,4.851691484451294,77.0
GAD dt=0.008 (5k),10,287,0.005,0.0,13.937282229965156,0.0,13.937282229965156,77.0,4.851691484451294,77.0
GAD dt=0.008 (5k),10,287,0.001,0.0,0.0,0.0,0.0,77.0,4.851691484451294,77.0
GAD dt=0.008 (5k),10,287,0.0001,0.0,0.0,0.0,0.0,77.0,4.851691484451294,77.0
GAD dt=0.008 (5k),30,287,0.05,79.09407665505226,79.09407665505226,80.13937282229965,80.13937282229965,163.0,10.233142375946045,163.0
