wall_s_center,bin,fmax_med,fmax_p25,fmax_p75,n_samples_in_bin,method,noise_pm
81.59530303124468,48,0.019399113953113556,0.013571455143392086,0.02798784151673317,39.0,GAD dt=0.003 (5k),30
93.69134915761549,49,0.019898470491170883,0.013867690693587065,0.028133869636803865,38.0,GAD dt=0.003 (5k),30
107.58056629329383,50,0.019671129062771797,0.013570641167461872,0.027372872456908226,37.0,GAD dt=0.003 (5k),30
123.52878198515151,51,0.019945495761930943,0.01390658924356103,0.026257185731083155,36.0,GAD dt=0.003 (5k),30
141.84123122324826,52,0.019227830693125725,0.013786942465230823,0.02560547925531864,36.0,GAD dt=0.003 (5k),30
162.86839837330643,53,0.017936198972165585,0.013561459025368094,0.02643895009532571,36.0,GAD dt=0.003 (5k),30
187.01272514291568,54,0.01738710794597864,0.012724528321996331,0.02385745942592621,36.0,GAD dt=0.003 (5k),30
214.7363129661119,55,0.01655145362019539,0.013041587546467781,0.02469430025666952,35.0,GAD dt=0.003 (5k),30
246.56976722327977,56,0.01653688494116068,0.01306831743568182,0.025092439725995064,34.0,GAD dt=0.003 (5k),30
283.1223525670614,57,0.016461173072457314,0.012773856520652771,0.025349320843815804,33.0,GAD dt=0.003 (5k),30
325.0936537183841,58,0.01666791085153818,0.012797393603250384,0.024097904562950134,32.0,GAD dt=0.003 (5k),30
373.28696491011067,59,,,,,GAD dt=0.003 (5k),30
0.10715616606015754,0,,,,,GAD dt=0.003 (5k),50
0.12304146679728924,1,4.138366222381592,3.4061672687530518,5.1540422439575195,285.0,GAD dt=0.003 (5k),50
0.1412816742914194,2,8.189937591552734,5.642333030700684,8.48688793182373,3.0,GAD dt=0.003 (5k),50
0.16222589026406567,3,,,,,GAD dt=0.003 (5k),50
0.1862749688093626,4,3.008446455001831,2.5460453033447266,3.676894783973694,286.0,GAD dt=0.003 (5k),50
0.21388918839309942,5,9.315527439117432,8.384666681289673,10.24638819694519,2.0,GAD dt=0.003 (5k),50
0.24559706118259372,6,2.3504679203033447,1.884517252445221,2.7861528992652893,286.0,GAD dt=0.003 (5k),50
0.28200544831032087,7,2.578972339630127,1.8388608694076538,6.267054319381714,39.0,GAD dt=0.003 (5k),50
0.32381117466865444,8,1.8965409994125366,1.5885041952133179,2.2873733043670654,277.0,GAD dt=0.003 (5k),50
0.3718143655327966,9,1.5457823276519775,1.329174667596817,1.8728838860988617,286.0,GAD dt=0.003 (5k),50
0.42693376026327295,10,1.3245638012886047,1.1290368139743805,1.5889641642570496,286.0,GAD dt=0.003 (5k),50
0.4902242961789493,11,1.1342869997024536,0.9482427686452866,1.37594074010849,286.0,GAD dt=0.003 (5k),50
0.5628972991406223,12,1.0038595795631409,0.8251344710588455,1.2137628495693207,286.0,GAD dt=0.003 (5k),50
0.6463436672754064,13,0.8184753060340881,0.6649139523506165,0.983585461974144,286.0,GAD dt=0.003 (5k),50
0.7421604915582602,14,0.7349513471126556,0.5932926833629608,0.8844670206308365,286.0,GAD dt=0.003 (5k),50
