rundir,noise_pm,n_tried,n_topo_intended,n_topo_half,topo_pct,topo_half_pct,topo_any_pct
hybrid_damped_eckart_swtrue_dt5e-3_tr0.05_100pm,100,287,220.0,47.0,76.65505226480836,16.37630662020906,93.03135888501743
hybrid_damped_eckart_swtrue_dt5e-3_tr0.05_10pm,10,287,256.0,30.0,89.19860627177701,10.452961672473867,99.65156794425087
hybrid_damped_eckart_swtrue_dt5e-3_tr0.05_150pm,150,287,165.0,69.0,57.491289198606275,24.041811846689896,81.53310104529618
hybrid_damped_eckart_swtrue_dt5e-3_tr0.05_200pm,200,287,111.0,90.0,38.67595818815331,31.358885017421603,70.03484320557492
hybrid_damped_eckart_swtrue_dt5e-3_tr0.05_30pm,30,287,255.0,30.0,88.85017421602788,10.452961672473867,99.30313588850174
hybrid_damped_eckart_swtrue_dt5e-3_tr0.05_50pm,50,287,255.0,28.0,88.85017421602788,9.75609756097561,98.60627177700349
hybrid_swfalse_dt5e-3_tr0.005_100pm,100,287,230.0,39.0,80.13937282229965,13.588850174216027,93.72822299651568
hybrid_swfalse_dt5e-3_tr0.005_10pm,10,287,255.0,31.0,88.85017421602788,10.801393728222996,99.65156794425087
